beer_name,page_&_comment_number,rating,comment
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 79)",4.5,"PP Strong Ale Fest 07.  Bottle from cquiroga  , many thanks Chris!.  Pours orange.  Nose is big apple, huge, massive.  Taste is applely sweet and just plain amazing."
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 80)",4.4,"thanx to cheeseman for sharing this.I am really loving these ciders from Canada.Poured with a golden apple juice color.Flavor was super sweet apples and syrupy.the finish was crisp, sweet apples."
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 81)",4.3,"Courtesy Da Cheese Man.  2003 botttle.  Clear copper color, no head.  Syrupy-looking on the pour.  Crisp cut apple, oak, honey, pepper, alcohol on the nose.  An interesting complexity for a cider aroma.  Smooth syrupy thick palate.  Sublime oakiness melded with strong acidic apple character.  Smooth and elegant.  A fantastic cider."
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 82)",4.3,"My 2000th rating! Bottle (375ml) shared with my wife. 2005 Vintage, bottle 1077 of 3466. Pours a clear amber-gold with no head. Very nice aroma of lots and lots of sweet apples along with light oak, pears, mild tartness, honey and white wine -- lots going on here. The flavour is even better, it’s downright delicious! Again, lots of delicious sweet apples along with some other fruit, sweet honey, some oak, alcohol (it’s there but it’s subtle), spices (nutmeg and more) and a good amount of acidity 
-- quite complex and never overly-sweet. Great full body with a syrupy mouthfeel. What more can I say? This is simply an amazing Cider."
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 83)",4.3,"Courtesy dsnowden.  The Cheeseman strikes again!!  Botle 1817.  2003 vintage.  Pours a clear light amber color, almost brandy-like in appearance, or maybe Gran Marnier.  Big, juicy aplle aromas fill the nostrils completely.  There is some mild tartness and sweet citrus fruits galore.  Really fresh smelling for being so old.  Smells like an orchard with some honey mixed in.  The flavor is quite powerful.  Really rich and full bodied the whole way through.  The palate is coated nicely.  The apples, as expected, are quite profound, but get some semblance of balalnce by the honey characters in this.  Really warming on the waydown.  Pretty sweet, but not overly so.  Great dessert drink.  Enjoyed this immensly."
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 84)",3.8,"Sample, at the Mondial de la bière 2007, savoured June 1 2007; eye: golden straw, no head, no effervescence, clear; nose: caramelized apple, aged, fresh, concentrated sugar, white wine; mouth: less concentrated that Neige and Neige éternelle, more sophisticated, better equilibrium, a bit ""white wine"", apple, apple sauce, fruit, nice carbonation, long finale in concentrated sweet apple; overall: really good

FRANÇAIS 

Échantillon, bue au Mondial de la bière 2007, savourée le 1er juin 2007; oeil : paille dorée, pas de mousse, pas d’effervescence, claire; nez : pomme caramélisée, vieillie, fraîcheur, concentré de sucré, vin blanc; bouche : moins concentrée que Neige et Neige éternelle, plus subtile, meilleure équilibre, un peu « vin blanc », pomme, compote de pomme, fruit, belle carbonatation, longue finale en pomme sucrée concentrée; en résumé : très bon"
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 85)",3.7,Clear orange colour with an off white head. Sweet apple fruity aroma with notes of almonds. Sweet apple fruity flavor with notes of the alcohol.
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 86)",4,"Courtesy dsnowden. 2003. Bottle # 1817/6133. Clear orange/gold. Still. Aroma of concentrated honey, fruit roll up, lightly tart and musty apples and skins, and apple juice. Same flavors, more tartness, very rich and sweet, some burnt caramel, a bit of dryness in the aftertaste. Full body, viscous, smooth, rich. Solid."
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 87)",4.2,"Poured a still, red amber color. Aroma of apple, certainly the red delcious variety, and bit of honey sweetness.  Taste was also sweet, red, apple, with a bit of caramel, and light tartness in the finish.  Thanks Rich!"
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 88)",4.2,"Bottle... This cider rocks!... Crystal clear, amber cider with psychedelic legs. The nose is Apple X 100. Apple everything... everything apple. Meaty, hearty, intense with lesser notes of apricot (thanks Jason) and honey (thanks Dan). Most intense sweetness my palate has ever encountered. The high ABV is nowhere to be found. The experience is like stuffing eighty apples into my mouth at one time. Heavy tartness provides a semblance of balance, although balance is not necessary here. This cider is about extremes... extremely good. Full-bodied and sticky. Blindingly sweet, acrid finish. Kudos to bu11seye for bringing this bottle to our tasting!"
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 89)",4,"375 mL bottle, thanks to Ungstrup. Pours golden brown to amber, clear. Aroma is sweet and slight acidic. Flavour: very sweet with a slight artificial note. Slight acidic and sweet finish with a warming alcohol feel. Strawberry lurks through in bits throughout. Really great."
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 90)",4.4,"Bottle. [Courtesy of Ungstrup, quality tasting @ Papsoe] Big thanks to Jens for delivering this beauty of a cider. Spar to no head. Good oily like dripping lacework in glass. Clear and flat looking body with a lovely amber color. The aroma was so intense strawberry like I have ever sniffed before. Amazing and lovely mix of fresh apple, almond, citrus and almost an underlying vanilla feel. Hazelnut and again this overwhelming fresh strawberry coming thought. Very full bodied with maybe a hint of alcoholic and thick texture. Soft carbonated. Heavy sweet flavor with good counter acidic. Long lasting dry fresh apple and at the very end the strawberry aroma appears again. WOW that is defiantly the best cider I have ever tasted! 28-09-2007"
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 91)",3.8,"Bottle, thanks to Ungstrup.
Clear orange coloured with an off white ehad.
Sweet aroma of apples and almonds with light acidic notes.
Sweet flavour of apples, almonds and berries.
Warming alcoholic finish.
Nice."
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 92)",3.4,"(Bottle 37,5 cl) Courtesy of Ungstrup. Clear, deep amber golden - no head. Complex aroma of overripe apples. Very full-bodied, extremely intense fruit notes - almost strawberry-like. This really is a desert wine, but one that’s tough to drink and digest. 280907"
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 93)",3.9,"Bottle vintage 2003, 11,5%. A dark golden cider with no head. The aroma is of apple, wood and dark fruits, the taste is mostly apples, with some fruitiness to it, also a warming alcohol. Medium body with a dry warming finish."
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 94)",4.3,"(Bottle, 2005 vintage, 1068/3466)  Pours a clear sparkling golden body with nice legs.  Aroma of apple, apricot, honey, and pineapple.  Flavor of concentrated apple, apricot, and light florals.  Nice acidity and sweetness balance.  I wish this was more easily accessible."
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 95)",4.5,"Melted bricks of gold covered in oils and sunburst orange candy shells. Totally translucent, wide and shapely legs. The aroma is pulsing with apple, whole and stem-inclusive, so potent it’s hard to move the cider glass away from my nose to attempt a sip. The nose is not eve close to wholly apple, however. Apricot, puree, high-brix honey, molasses, maple, fresh figs, black cherry pit notes in moderation, mild spiciness, white flowers undefined, vanilla, the mildest lavender essence, clove liqueur all hold my attention as long as they please. This aroma is pure, it is dew-scented, it is utterly magnificent. In the flavor, at first, medium-high acidity seems out of place and overdrawn. Sweetness is very high but it’s not as intense as expected, actually less than the Neige ice cider from the same ciderie, mostly due to relatively high acidity. Bold tropical fruit notes now include pineapple and mango, as well as lesser kiwi. Notes of woodgrain trickle in and back out again. The finish is smooth, sweet, lightly acidic, enduring and succulent. The mouthfeel is extremely full bodied, viscous, sticky, syrupy and sugary. Alcohol is incredibly well concealed throughout this entire experience. A masterpiece."
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 96)",5,"Bottle # 1068.  Bu11zeye, you are now my hero!!!!   Holy crap!!!  The color is dark amber, redolent of the finest Berenauslese from the Mosel.  Wafting from the glass is a symphony of apples, honey, apricots and more apples.  Hints of Keifer lime leaves finish the assault.  The flavor is an intensity the likes of which I have never experienced.  Concentrated apple essence, hints of apricots and slight notes of tropical fruits.  There is an acidity that pulls everything together.  As close to perfection as I think I will ever see.  Re-rated 10-18-09

Simply perfection, the sweetness is matched perfectly by a crisp acidity.  There is no argument, this is perfection in a bottle."
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 97)",5,"Verre de dégustation, provenant d’une bouteille claire de 375 ml, dégusté au Festival Bières et Saveurs 2007 (Chambly, QC). Arôme: Odeur de pommes et de miel avec une pointe de poire. Apparence: La couleur est  dorée. Saveur: Goût de pommes, de miel et de litchi. Durée moyenne de l’arrière goût. Palette: Le corps est plein avec une texture liquoreuse. Faible effervescence en bouche. Présence de pommes sucrées en arrière goût. (Rating #1221)"
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 98)",4.3,"Name: Frimas Recolte

Date: 12/03/2005

Mode: Bottle

Source: Tasting, Strong Ale fest, 2005

Vintage: 2003



clear yellow, headless, sweet apple aroma with some granny smith tartness, incredable rich apple flavor, nice tartness balanced by the sweet apple flavor, only a hint of alcohol, 



Aroma: 8/10; Appearance: 8/10; Flavor: 9/10; Palate: 7/10; Overall: 18/20

Rating: 4.3/5.0
Drinkability: 7/10

Score: ***+/4"
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 99)",4.7,"Bottle (375ml - clear, classy packaging.  Via BIG trade with Viper666 - once again huge thanks for getting this one for me, J-F!.  ""Récotle 2004.""  Rating #2400.  Poured a deep clear gold.  Aroma - wow! - apple, ripe apple (Red Delicious), a hint of tart white wine, musty character, almost lightly oaked - reminded me of a GREAT barrel-aged chardonnay I  once had - smooth and complex.  Taste - BIG WOW - I don’t see how this could be better - tangy apple with echoes of pineapple, mango and peach, restrained alcohol, solid acidity, just enough carbonation and a thick body - long sweet sticky linger on the palate.  Absolutely outstanding.  A good choice for a ""milestone"" rating."
La Face Cachée de la Pomme Neige Récolte d'Hiver,"(2, 100)",4.7,"Mondiale ’07 sample. 
WOW. WOW. WOW.
dark golden color. Thick on the palate. Aroma is obviously apples, but there is underlying honey, and slight floral notes. Flavour is incredible! perfect apples, and some honey. Alcohol is nowhere to be found. Outstanding cider."
Superstition Berry White,"(1, 1)",4.3,"From bottle (Batch 7) in wine glass. Pours like dark red wine, aroma of raspberries & vanilla. Intense sweet berry taste, nice creamy mouthfeel from the white choc. Great nightcap for our 23rd anniversary dinner. Cheers Jo!"
Superstition Berry White,"(1, 2)",4.1,"27Apr2023 Intense, candied dark and red berries, blueberries, white chocolate, molasses. Clear, dark reddish, no head. Heavy sweet. Sweet, candied dark berries, blueberries, blackcurrant, white chocolate, soft carb, full bod. Outstanding, rich, deep. Bottle at The Kernel Taproom Arch 7, London."
Superstition Berry White,"(1, 3)",4.1,"Sample, huge thanks to danlo! Cheers mate. Pours a deep unclear dark purple. Super rich berries from the off, light vanilla notes with distant coconut on the finish, a cloak of warming booze throughout. Sticky sweet feel, rich berry fruit with a background honey sweetness. Very nice indeed."
Superstition Berry White,"(1, 4)",4.5,"29/1/2024. Bottle shared by danlo, cheers Ed! Pours deep maroon brown with a small bubbly head. Aroma is raspberries, blackberries, blackcurrant, chocolate, honey, caramel, slight rubbery edge. Medium plus sweetness, slight berry tartness. Full bodied, smooth, minimal carbonation. Super sipping fruit mead, absolutely delicious."
Superstition Berry White,"(1, 5)",4.4,"500ml bottle from RAD beer. My rating #11,000. Pours a deep red colour with afew short-lived bubbles on top and aroma of rich berries, raspberry, caramel, white chocolate, booze. Taste is sweet, caramel, chocolate, berries, raspberry, with white chocolate and some boozy notes. Oily mouthfeel, full to medium bodied, low carbonation, drying berry & chocolate notes at the finish. Very sippable indeed"
Superstition Berry White,"(1, 6)",4.4,Dark red colour. Heavy honey/raspberry aroma. Powerful wonderful raspberry flavor. Long fantastic finish. Creamy palate.
Superstition Berry White,"(1, 7)",4.3,"Bottle @ Cafe Albert.No head. Color is deep purple. Aroma and taste are intense blackcurrant, raspberries, fruits, little alcohol and has a nice warming finish."
Superstition Berry White,"(1, 8)",4.4,"Bottle @ Cafe Albert. Pours clear deep red, no head. Aroma of honey, sweet and light tart red berries, raspberry, white chocolate. Flavor is sweet, light tart, honey, rich red berries, raspberry, jam, alcohol. Full body, oily mothfeel, sweet finish with warming alcohol.Smooth. 111123"
Superstition Berry White,"(1, 9)",3.6,Bottle at Gen Craft Ashford October 2023.Dark red no head. Raspberry and redcurrant flavour. Sweet. Sour fruit. Sweet base. Preferred the Strawberry.
Superstition Berry White,"(1, 10)",4.5,"Dark red color, no head. Aromas of honey, raspberries, almonds, vanilla and slight caramel. Taste of honey, raspberries, port, almonds, white chocolate and vinous hints. Light tart and sweet finish. Very complex."
Superstition Berry White,"(1, 11)",4.4,"Smooth and creamy with notes of white chocolate, port wine, ripe raspberry, vanilla, sweet tartness, hints of wood and a touch of honey. 

Definitely one of the better Superstition’s I’ve tried."
Superstition Berry White,"(1, 12)",4.3,"Taster at MBCC. Finally I could taste this masterpiece. It pours dark ruby. Intense flavor of raspberry, sweet honey, vanilla and white chocolate. Superstition never disappoints."
Superstition Berry White,"(1, 13)",4.6,"Taster during MBCC 2023 Friday morning session shared with Ryan, Matt, Phill, Erik, and Brian. Amazing raspberry jam with white chocolate. Very thick and sweet. Awesome!"
Superstition Berry White,"(1, 14)",3.9,"Mbcc tap Aroma is intense very complex and aged. Wood and dessert berries, port wine
Flavor is honey with fruity notes, port wine,  citric winey notes, candy, apples, wood,"
Superstition Berry White,"(1, 15)",4.3,"Tap. Dark ruby color with no head. Aroma is raspberries, chocolate, port, honey, luscious. Taste is the same, deep and sweet, dash of acidity too. Oily mouthfeel, flat. Very tasty!"
Superstition Berry White,"(1, 16)",3.8,"Bottle shared at Kernel. It pours clear dark - deep red with minimal head. The aroma is sweet, sticky, oily, sugary, heavy, jammy berry, sappy, honey, white chocolate, heavy and intoxicating. The taste is slicky, sweet, sticky, intoxicating, tangy, sugary, toffee, fudgey, some acidity, white chocolate, fatty, raspberry, jammy, boozy warmth with a slick, fudgey finish. Fulsome body and fine, prickly carbonation. Heavy, sweet, but kinda good."
Superstition Berry White,"(1, 17)",4.2,"Can shared at scopey homecoming tasting at kernel.any thanks to Wingman for this one. A clear deep purple red coloured pour with no head. Aroma is sticky sweet, jammy berries, vanilla, sponge, blueberry. Raspberry, white chocolate. Palate is medium sweet, sticky, no carbonation. Flavour is medium sweet, sticky jammy berries, Victoria sponge, white sponge, white chocolate, lovely."
Superstition Berry White,"(1, 18)",4.7,"4th Berry White series for me, 1st time with the OG.  I'd still give the Strawberry the nod (as my favorite mead to date) by a hundredth or two, but this did not disappoint.  Allll the honey, jammy raspberries and white chocolate one could ask for.  Just wish it wasn't so damn expensive."
Superstition Berry White,"(1, 19)",4.4,"How: Draught.
Where: MBCC 2021.
Appearance: Dark red colour with a small head.
Aroma: Honey, raspberries, vanilla, berries, chocolate.
Body: Full body, flat carbonation.
Flavour: Honey, berries, chocolate, raspberries, vanilla."
Superstition Berry White,"(1, 20)",4.3,"Draught @ MBCC '21 [ Red Session 🧙‍♂️🍻🇩🇰 ]. - Mikkeller Beer Copenhagen Celebration 2021, Øksnehallen, Halmtorvet 11, 1700 København V, Danmark.

[ As Superstition Berry White ].
ABV: 13.5%. Clear dark red colour with a small, fizzy, virtually none lacing, fully diminishing head. Aroma is berries - raspberry - blackcurrant, white chocolate, honey. Flavor is moderate to heavy sweet and light acidic with a long duration, honey, berries, raspberry, raspberry jam, intense, rich. Body is medium to full, texture is creamy, carbonation is flat, finish feel is warming. [20211023]

 8-4-9-5-17"
Superstition Berry White,"(1, 21)",4.4,"Tap@MBCC 2021, Copenhagen - pours red with almost no head. Sweet with notes of honey, caramel, sweet spices, medium body, which choc and berry fruity close. Lovely."
Superstition Berry White,"(1, 22)",4.3,"Tap @MBCC 2021, Red Session. Very dark red, no head. Black cuttant, raspberry, vanilla and honey aroma. Fat berry and honey flavour, sweet with good acidic finish. Good."
Superstition Berry White,"(1, 23)",4.3,"MBCC. Hazy deep red without head. Aroma is sweet, honey, raspberries and raspberry jam. Flavor is very sweet and moderate acidic. Sweet and moderate acidic finish with warming alcohol. Oily, soft and smooth. 231021"
Superstition Berry White,"(1, 24)",3.4,"Tap at MBCC 2021, Copenhagen. Color is deep purple with very small pinkish head. Aromas and flavors: Sweetness, honey, berries..."
Superstition Berry White,"(1, 25)",4.4,"Taster at MBCC 21. Deep red with no head. Berries, Chocolate, sweetness, honey, Very Good!"
Superstition Berry White,"(1, 26)",3.7,"500 mL bottle. Batch 3. Deep, dull red. Smells of deep raspberry, floral honey. I get white chocolate, but it has turned to a creamy aroma. Tastes of tart raspberry balanced by creamy white chocolate. Earthy honey flavors behind the sweetness. Finishes dry, earthy, and tart. Good."
Superstition Berry White,"(1, 27)",4.4,"Tasted at Malmö Brewing. Dark purple colour, bost aroma and taste is full of raspberries. Lovley!"
Superstition Berry White,"(1, 28)",4.3,"Chilled tall skinny brown bottle poured into a glass.  Dark crimson.  Aroma is rich red raspberry, medium body, and syrupy texture.  Taste is rich red raspberries, sweet honey, and decadent white chocolate.  World class melomel."
Superstition Berry White,"(1, 29)",4.1,"Bottle. Dark purple pour. Super dense extreme mead. Even the tiniest sip is crammed full of raspberry jam and white chocolate. Intensely sweet, like almost undrinkable sweet, tons of raspberry, berry jam, white chocolate, honey, maybe some vanilla oak buried under the sweetness. It's good, but be ready for dessert."
Superstition Berry White,"(1, 30)",4.4,"Extremely good smell of major white chocolate and raspberries. Heavenly odeour.
Taste of honey, white chocolate and raspberries, with licorice undertones.
Amazing mead

Rerated 12/11/2022
Aroma is intense raspberries, vanilla, white chocolatey notes, almonds, raspberry jam, cherries, red currants
Clear Dark red colour
Taste is medium sweet and low acidic. raspberries, raspberry jam, vanilla, pastries, white chocolate, red currant, heather, honey, 
Smooth with little to no carbonation
Really good again! Smooth and nice. Not as intense as i remember though
Tasted at peders for berry white day 2022"
Superstition Berry White,"(1, 31)",4.1,"Tasted this beer. Drinkable to Pink Floyd, Elbow and other great bands. Remember to enjoy your beer in company with good friends."
Superstition Berry White,"(1, 32)",4.6,"Smells like a wine Black & Mild cigarillo. Heavy notes of vanilla, stewed berries, pipe tobacco, and faint spice. Very sweet, tangy mouthfeel with a bite. Long haunting finish. Crazy good."
Superstition Berry White,"(1, 33)",4.8,"Bottle sample at The Draft Room for Berry White Day on 12/7/19. Dark purple pour with sticky legs. Aroma of raspberry, honey and slight vanilla. Honey and raspberry flavor giving way to vanilla before a very sweet, yet tart raspberry finish. Milder oaky notes than the other 3 BWs, which made this one my fave of the 4."
Superstition Berry White,"(1, 34)",4.3,"Sample @ Berry White Day 2019, Pien, Helsinki. Sweet, massive and intense with loads of flavors, berry juice, mild tart raspberries, vanilla, honey, white chocolate and oak. Heavy but tasty."
Superstition Berry White,"(1, 35)",4.5,"[Berry White Day Peders, Copenhagen]

[Vintage - 2022]

Aroma: Intense raspberries, caramel, huge vanilla, oak, ice cream and forest berries

Appearance: Deep reddish-purple with no head

Taste: Moderately sweet and intensely acidic, intense raspberries, oak, vanilla, ice cream and blackberries

Mouthfeel: Full mouthfeel with creamy texture

Overall: I'm not quite as mindblown as the first time i tasted it, but still a world class mead for sure! 😎"
Superstition Berry White,"(1, 36)",4.3,"Berry white tasting. Bottle 1. Thanks to svartvit for organisizing. Clear deep dark red. Massive tooth crushing sweet raspberries and honey, some suggestion of blackcurrant, blackberries. Super sweet to a point it turns sour around the edges, after which some toasted marshmallow crust and raspberry meringue shows it’s face, to be washed away again in dens fruity sweetness. In the deeper earthy notes I get some of that roasted paprika aroma I often get in red fruited meads. In the meantime the elamel of my teeth screams in horror. Very nice, but a bit too screamy sweet."
Superstition Berry White,"(1, 37)",4.4,"Bottle shared at Berry White tasting. Clear deep dark red with no head. Massive cassis jam, dry raspberries, soft vanilla, honey, black currants, blackberries. Very fruity, with a light vanilla pastry note, a bit of honey, dry berry skins. Quite sweet and light sour and bitter. Thick full bodied. Very good!"
Superstition Berry White,"(1, 38)",4.4,"Rami Rami is drinking a Berry White by Superstition Meadery at Mikkeller Bar Warsaw

Pyszka, bardzo czarnoporzeczkowy, malinowy... jakie tam owocki sa ciekawe. Acz malo wazne, bo pyszka duza, z plusikiem gwiazdki. Slodziak na maksa. Ma lekka kwasnosc. Ma lekka tanicznosc. Ma lekka kwiatowosc"
Superstition Berry White,"(1, 39)",4.8,"Bottle shared at Levi's tasting on June 1, 2019. Thanks Tom! This was amazing! Rich purple pour. Thick and jammy. Sweet, smooth, chocolate, berries."
Superstition Berry White,"(1, 40)",4.5,"Bottle shared by Tom, thanks! Pours a clear deep purple with no head whatsoever. Aroma is full of juicy berry supported by a great sweet honey. Flavor has jammy berry with sweet honey and sweet berry supporting."
Superstition Berry White,"(1, 41)",4.8,"Fantastic. Thick and heavy. Lots of berry flavor, sweet, a little honey. Full palate."
Superstition Berry White,"(1, 42)",4.2,"Bottle poure at Mikkeller Tokyo. crimson red color.
smell-berries, jam, light vanilla 
taste-berries, vanilla, light tartness 
medium body"
Superstition Berry White,"(1, 43)",4.4,Aroma of soft vanilla on tart raspberries with some port wine and honey notes. Taste in the same vicinity on jammy raspberry mostly with honey and vanilla notes. Sharp pungent fruit and a creamy texture.
Superstition Berry White,"(1, 44)",4.2,"Bottle pour at Bottlecraft. Purple color, no head. Sweet taste with berries, white chocolate, honey, cherry and sugar. Sweet finish with berries, cherry, white chocolate, sugar and honey. Exquisite mead."
Superstition Berry White,"(1, 45)",4.5,"Aroma of wite chocolate, fruit notes(raspberry and faint strawberry) . Taste of white milk chocolate, syrupy, fruity, tart and slightly bitter on the finish. really well balanced."
Superstition Berry White,"(1, 46)",3.3,"Bottled at Omnipollos Hatt, Stockholm.  Deep burgundy colour. Intense aroma of balsamic raspberry, notes of vanilla. Very sweet with full body and rounded mouthfeel. Raspberries, oaky vanilla and white chocolate. Raspberry tartness balance the immense sweetness, at least to some extent. An intense and mostly pleasant taste assault. Even though it comes across partially like raspberry lemonade concentrate I can understand the high scores."
Superstition Berry White,"(1, 47)",4.7,"Bottle @ Mikkeller Aarhus. Deep red with no head. Aroma is honey, berries, vanilla, oak, rich, raspberries and a little perfume. Flavour is honey, sweet, oak, vanilla, raspberries, little citric, rich, complex, fruit peel and warming."
Superstition Berry White,"(1, 48)",4.1,"Pours dark red with no head. Aroma of raspberries, vanilla, honey notes and chocolate. Sweet taste that ends up being slightly more dry. Medium bodied, syrupy to oily texture and flat carbonated. A great Meat. 🌟🌟🌟🌟"
Superstition Berry White,"(1, 49)",4.5,"Garnet color, almost clear. Aroma has intense fruit notes and wax. Taste is sweet, syrupy, fruity, tart and slightly bitter on the finish. Sticky feel, really well balanced."
Superstition Berry White,"(1, 50)",4.3,"Sample Haket 2021-06-05 Göteborg
Very sour evidently from the raspberries, white chocolate, Raspberry hard candy, Old rating 4,0 new 4,3

Bottle at Omnipollo cons 2012-12-07 Göteborg
AR: bourbon vanilla, raspberries, sour sweet
AP: dark bourbon , no head, nice legs
F: sour raspberries, dry, sweet, bourbon vanilla, dry"
Superstition Berry White,"(1, 51)",4,"9-3-8-4-16

Sample from bottle, courtesy of and @ Mjøderiet. Pours deep, dark chestnut red, without any head. Aroma is dark, earthy notes of raspberries, musty fruit peel and vanilla, as well as notes of wooden barrels. Creamy body, with no carbonation. Flavour is musty raspberries, forest berries, fruit pits and minerals, as well as vanilla and wooden barrels. Dry finish."
Superstition Berry White,"(1, 52)",4.2,"MBCC 2017 Red session. Red body with a tiny white rim. Aroma of vanilla, raspberries, taste of sour berries, funk, honey. Vineous finish. An excellent mead."
Superstition Berry White,"(1, 53)",4.5,"Glass at Røør. Nose is the most raspberry jam ever, gummy bears, floral honey. Palate is the dream marriage of raspberry and honey, strawberry, blackberry, pomgrenade, cherry, bloodorange. Hot and fruity finish. So delicious!!!"
Superstition Berry White,"(1, 54)",4.4,"Bottle at Bottlecraft - San Diego. Pours clear purple. Big nose, dense raspberry jam, a little vanilla. Full sweet flavour with lots of jammy berries, still some dryness, mild alcohol, seedy raspberry preserve, cherry, blackberry. Full bodied, lightly chewy. Finishes with more Rich raspberry preserve, some blueberry yoghurt. Sweet and jammy for sure, but it also dries out quickly. Excellent. (May 2018)"
Superstition Berry White,"(1, 55)",4.2,"Bottle at Hatten. Deep red wine color. Most tart of the berry forward ones. Raspberries, vanilla and almost some grape character. Great one, but not as complex."
Superstition Berry White,"(1, 56)",4.5,"Bottle - pours purple - nose and taste of sweet raspberry, honey, oak, chocolate - full bodied"
Superstition Berry White,"(1, 57)",4.4,"(From bottle @ Omnipollos Hatt, Feb 24/18) Pours deep red wine colour without head. Aroma of jammy, slightly tart raspberry/mixed red berries, even cherry, rich layered honey, smooth white chocolate and vanilla, hints of red wine. Flavour is quite sweet but with a prominent tart edge, raspberry jam, tingling cranberry, sweet honey, touches of white chocolate and vanilla, slight earth, long sweet-tart finish. Full oily body with a hint of alcohol. Lovely, stands out as the most overtly tart of the series and perhaps gives up a little richness for it, but it's still great."
Superstition Berry White,"(1, 58)",4.2,"Pours a very dark bluish red with no head. Aromas of dark red berries, honey, oak, slight burnt notes. Taste is very fruity and intense with marinated fruit, honey, barrel character. Mouthfeel is viscous and thick and oily."
Superstition Berry White,"(1, 59)",4,"Bottle@K&LWine merchants; pours deer eedish hazy pourple. Intenseeaspberries, white+milk chocolate, honey..."
Superstition Berry White,"(1, 60)",4.5,"27.10.2018, 0,5l bottle sampled @ Mjøderiet during Mjøderiet voluntary party:

02.02.2018, 0,5l bottle sampled @ Apollon:

No head, deep deep reddish color. Aroma is slightly dry concentrated sour-ish fruity, oak, concentrated dark berry syrup, alcohol, minerals, raspberry syrup, dark sugar, grass, honey, tiny hints of white chocolate and bubblegum. Taste is sweet sour-ish fruity, concentrated dark berry syrup, raspberry syrup, oak, dark sugar, minerals, grass, berry skin, alcohol, honey, tiny hints of white chocolate and bubblegum. Concentrated sweet sour-ish fruity mouthfeel. Lovely."
Superstition Berry White,"(1, 61)",4.4,"Bottle. Batch 4. Aroma of raspberry, raspberry seeds, vanilla. Dark red. Taste is raspberry, moderate sweet, slight berry sourness. Oily feel and vanilla raspberry finish.

Batch 5. More vanilla, more jam, nice tartness, maybe some tannins from the seeds."
Superstition Berry White,"(1, 62)",4.3,"Bottle courtesy of Mark & bottle bought at the source through a proxy. 2015 & 2016 vintage. Extremely deep red pour leaving plenty of sticky legs on the glass. Intense red berry nose (not sure I'd say raspberry if trying it blind), vanilla pale honey & oak. Sweet, sour & heavy fruity taste. Viscous, oily & fairly tannic astringent mouthfeel. Complex & tasty. 2016 definitely has more ""white chocolate"" with 2015 being more tannic."
Superstition Berry White,"(1, 63)",4.3,"15 + 16 version. 15 has more jammy raspberry notes and more tartness, 16 is more chocolate sweet and less fruit. White chocolate and orange like sweetness"
Superstition Berry White,"(1, 64)",3.8,"Bottle split at RB Best Encomium share, Santa Rosa, 30/01/16 - Many Thanks !
Rich burgundy red with a decent crimson covering.
Nose is big red berry esters, honey dollop, syrup, cream.
Taste comprises sticky raspberry jam, honey glaze, sweet and sour, vanilla essence.
Full bodied, oily feel, rising boost.
Solid mead."
Superstition Berry White,"(1, 65)",4.4,Bottle shared at RBSG. The mead is a dark purple. Still. Spicy berry and sweet notes. Big boozy berry sweetness in the taste. Big body and thick mouthfeel.
Superstition Berry White,"(1, 66)",3.6,"Sampled at RBSG, In my plastic taster red wit no head. Nose is raspberry. Medium body. Flavor is mostly sweetness with raspberry. Finishes with some of the chocolate. Very nice."
Superstition Berry White,"(1, 67)",4.6,"Bottle pour at Superstition Meadery. Pours dark ruby red. Chocolate on nose, fruity, vanilla, not overly sweet, light sourness, raspberries all around. Very complex, but smooth. Great!"
Superstition Berry White,"(1, 68)",3.9,"Pouring at the hotel after the RBSG17 Grand Tasting. Pours a deep garnet. Soft berries, a hint of vanilla. Medium bodied, warm vanilla and berries. Big and sweet, not quite cloying, but full of honey and warm vanilla and raspberry jam."
Superstition Berry White,"(1, 69)",3.9,"Bottle. Pours a clear dark red color. A big berry sweet nose. Big fresh berries, very sweet. Deep sweet, very nice palate. Awesome."
