Page,Beer,Brewer,Rating,Review,User,Place
48,Eighth State Old Gods: Daytripping,Eighth State Brewing,4.3,"Pours coffee with a thin head. Aroma supplies chocolate, roast malt, bourbon, toffee. Flavor generates milk chocolate, roast malt, bourbon and toffee. Texture contributes good body and lively fizz. Day-trip with the Old Gods.",Cybercat,"Greenville, South Carolina"
48,Hot Plate Countess of Flanders,Hot Plate Brewing Co,3.9,"Pours a clear golden amber from the can with dense khaki foam that dissipates slowly to leave good lacing structure, suggesting decent protein content. Aroma is elevated Belgian yeast notes, with high 4-VG phenols and low isoamyl acetate esters. The 4-VG and the foam suggest high protein wheat, lending a grape nut and medium toasted white bread pale malt. Hops are likely noble from floral farnesene and peppery caryophyllene notes, but both pale to the strong yeast character. Ethanol is elevated, offering lingering warmth and perceived sweetness, with low to moderate perceived bitterness. A dry mouth from highly attenuative Belgian yeast also helps the bitterness and alcohol linger.",jbruner,"Pittsfield, Massachusetts"
48,Louvada Witbier,Cervejaria Louvada,3.8,"Capped 500 from Total Wine in Vacaville, CA. Pours clear bright gold with a slight white head that didn't persist. Aroma of bready malt with some citrus and yeast/spice - not a strong aroma but I can parse it. Med body. Flavor is the aroma. The yeast/spice is decently strong, and I think Cardamom is in the mix. Citrus starts to suggest orange zest in a mild way.",bhensonb,"Cuiabá , Mato Grosso"
48,Mast Landing Modern Dinosaurs,Mast Landing Brewing Company,3.7,"Pours murky dark gold into a tulip. White conglomerate head with excellent retention recedes leaving scant sheets. Juicy fruit, guava and papaya aromas. Thick with white smarties, crushed berry seeds, and dusty tropical fruit skin front to back and into the lasting hot pith and peel finish.",GDTRFB,"Westbrook, Maine"
48,Bearded Iris Waffle Talk,Bearded Iris Brewing,4.1,"Pours opaque coffee with a fair buff head. Aroma produces chocolate, roast malt, vanilla, molasses and maple syrup. Flavor yields roast malt, chocolate, maple, vanilla molasses. Texture finishes with nice body and peppy fizz. Let's talk waffle.",Cybercat,"Nashville, Tennessee"
48,Right Proper Senate Maerzen,Right Proper Brewing Company,2.9,"Pours clear amber with a white head. Aroma is caramel and roast. Taste is caramel, moving to bread and roast. Finish is caramel and roast.",GregMooreNH,"Washington, Washington DC"
48,Fonta Flora Brun Brutus,Fonta Flora Brewery,3.5,"Pours clear mahogany with a nice buff head. Aroma generates tart fruit, herbal, floral and earthy notes. Flavor provides tart floral, fruity, herbal and earthy tones. Texture adds decent body and peppy fizz. Not brutal, just good to drink.",Cybercat,"Morganton, North Carolina"
48,Barrique Cukes,Barrique Brewing and Blending,3.7,"Canned 10/3/23, drunk 9/23/24. Clear, blonde-brass-golden. Medium-sized, white head quickly to cover. Moderate, almost juicy oak bursts forth from the can with a touch of spicy dill and pickle character on the very end. Excellent, sulfury minerality. The dill-like character works its way more in to the nose and I appreciate that it's the dill character and not just some salty vinegar note. Dill seems just as interesting a spice to use in a sour as any other. Doesn't feel novel or silly. Lean, well-structured malts add biscuit and seem nicely attenuated. Big oak character recedes quickly. Bright and floral with deep malts yielding big honey and white bread. Oak structure keeps it mostly balanced, alongside the acidity and spicy dill character. Rich and flavorful, pretty well balanced, though could perhaps be a shade more dry. I like their culture, though it produces light acetic which can be a bit much at times. Very unique and well-done for a challenging ingredient.",ClarkVV,"Nashville, Tennessee"
48,Lost Generation Early Dusk,Lost Generation Brewing Co.,3.6,"Pours clear amber with a white head. Aroma is caramel, roast and bread. Taste is caramel and light cashew, moving to bread and roast. Finish matches the taste.",GregMooreNH,"Washington, Washington DC"
48,Superstition / Newtopia Super Station,Superstition Meadery,3.9,"Cherry, lime, cola nose. Garnet red. Cherry, lime, ginger, boysenberry. Medium body, easy carbonation.",obguthr,"Prescott, Arizona"
49,Drekker Shark Punch Braaaaaaaains Double Fruit Smoothie,Drekker Brewing Company,3.5,Aromas are mainly pineapple with hints of passionfruit and salt. Flavors are similar to nose with passionfruit coming out a bit more and losing the salt. More sweet than tart with a touch bitter to balance. Full-bodied with nice carbonation. A good pineapple sweet tart beer.,drpimento,"Fargo, North Dakota"
49,Tired Hands Technicolor Splendor - Double Dry-Hopped,Tired Hands Brewing Company,4.1,"Canned 7/1, drunk 9/23/24. Moderately-to-heavily hazy, maize-gold-peach. Large, off-white head, well-retained. Not hugely aromatic. Woody simcoe? Nutty spelt? Lemon and tangerine with mild fruitiness and mild juiciness. Cracker and biscuit from the malt. Clean and free of resin/booze. In the mouth it's also not bursting with intense flavors, but a much more reserved lemon and wood character with peppery and grassy spice. Lemon moving to tangerine and light mango with lingering black pepper and nutty spelt. Lovely texture. Rich and comforting and yet very nicely-attenuated. Despite it being more subtly-flavored, it grows on you and is incredibly well-balanced with zero twang, resin or overdone wood/pine character that I too often get from Simcoe.",ClarkVV,"Ardmore, Pennsylvania"
49,pFriem Fresh Hop Hazy IPA,pFriem Family Brewers,3.9,"Can (16oz). Only slightly hazy with big white head. Aromas lemon and mango are strong. Taste is the same lemon, mango, and melon. There is a slight sweetness. Very nice and will drink again but I was surprised that visually it is not hazy. I would not call it bright or clear, but I would not call it hazy either.",jsnicholas,"Hood River, Oregon"
49,O.H.S.O. Campy,O.H.S.O. Eatery & NanoBrewery,4.2,Solid tropical hazy w nice citrus. Nothing fancy but well done and very pleasant to drink,siennadean917,"Phoenix, Arizona"
49,Vista Dark Skies,Vista Brewing,3.7,"Black pour, quick head. Nose is chocolate & a little smoke. Middle shows smoke, chocolate malt, coco, floral notes, herbal bitterness. Finish has a pine punch hiding. Different, but I liked it.",ttoadee,"Driftwood, Texas"
49,Coös Dooryard NEIPA,Coös Brewing Company,3.2,"Undated can from the cooler, drunk 9/23/24. Lightly hazy, copper-amber-brass. Large, white head atop, well-retained. Not a ton of aroma. Grass and light juice mix together with biscuity, crackery malts behind it. Not much brightness or comforting malt or juicy hop. Clean, from what I can tell, though. Softer mouthfeel with expansive carbonation and moderate maltiness. Good attenuation. Sharp, grassy bitterness is odd, not to-style. I get wanting to give some solid bitterness to a style that is woefully underbittered, but this isn't the way to do it. The palate does accustom to it, somewhat. Doughy, mushy malts remain adding honey and white bread. Vague fruitiness from the rather unexpressive hops. Again, it's clean, drinkable and competent, but just a bit lackluster in the hop category and the grassy bitterness isn't doing much for it, either.",ClarkVV,"Colebrook, New Hampshire"
49,Machine House Best Bitter,Machine House Brewery,3.4,"Hazy amber, small beige head. Light pleasant malt nose. Malt fore, bready and earthy balanced mid with long strong hop bitterness, too bitter for style",Crit,"Seattle, Washington"
49,Brick Works Alpha Rhythm Generator,Brick Works Brewing and Eats,3.4,Grapefruit mostly. Golden pour with decent head. Ok. Bitter end with a hint of hop tang. Some booze. Can.,solidfunk,"Smyrna, Delaware"
49,Baladin Super Bitter,Le Baladin,4.4,"Bardzo intesywne, bardzo kwiatowe plus dużo suszonych owoców, czerwonych i słodkawych. Do tego jednak wyraźna od razu nuta chmielowa, trochę cytrusowa, która dodaje charakteru i się niezwykle ciekawie komponuje z estrami. Znakomite piwo, wyjąkowy smak.",maciejgmaciej,"Piozzo, Piemonte"
49,Steam Whistle Pilsner,Steam Whistle Brewing,3.1,"Hay and grain aroma, light lemon. Taste is mainly on malt, biscuit, some citrus fruit and grassy, with a slightly more bitter finish.",JDsz5,"Toronto, Ontario"
49,Kettlehead Q,Kettlehead Brewing,4.2,"16 oz can. Aroma has notes of pine, pineapple, tangerine, crackery malt. Pours murky yellowish orange with a two finger cream white head with excellent retention. Taste has significant sweetness backed by moderate building to high pithy bitterness.",poisoneddwarf,"Tilton, New Hampshire"
49,E9 / Holy Mountain Sleepers in the Cave - Brouwer's 15th Anniversary,E9 Brewing Co.,4.0,"2022 review: On tap at Brouwer's Cafe, pours a clear golden with a medium white head. Aroma is complex, with lots of tart currants, farmhouse funk, and oak. Flavour is likewise quite complex, with lots of tart currants, followed by farmhouse funk, and a little oak. Tart, moderately acidic, quite fruity. Excellent.",mcberko,"Tacoma, Washington"
49,Boombox Outlane,Boombox Brewing Company,3.9,"Poured from 473mL can. Hazy gold with full white head. Lots of dank tangy hops on the nose, still a good (but slightly more subdued) expression on the taste. Very nice.",pictoman,"Vancouver, British Columbia"
49,Small Gods / Beacon Brewing The World of Yesterday,Small Gods Brewing (BC),3.3,"473 ml can. Pours amber with light head. Aromas of sweet doughy malts and subtle noble hops. Flavors of biscuity malts, corn syrup and some floral hops. Seems sweet for the style.",Gerbeer,"Sidney, British Columbia"
49,"Duvel 6,66% Blond",Duvel Moortgat,3.9,"Dourada Clara,turva,espuma branca cremosa bem formada com boa manutenção;aroma com bom desprendimento,aparecendo malte,fermento,lúpulos florais,frutas amarelas doces e cítricas,camomila e álcool;na boca um início com um dulçor frutado e alcoólico,finalizando com uma leve picancia;corpo médio/alto,carbonatação mediana ,baixo amargor. Ótima representante do estilo.",mauroruellas,"Breendonk-Puurs, Antwerp"
50,"Duvel 6,66% Blond",Duvel Moortgat,3.9,"Dourada Clara,turva,espuma branca cremosa bem formada com boa manutenção;aroma com bom desprendimento,aparecendo malte,fermento,lúpulos florais,frutas amarelas doces e cítricas,camomila e álcool;na boca um início com um dulçor frutado e alcoólico,finalizando com uma leve picancia;corpo médio/alto,carbonatação mediana ,baixo amargor. Ótima representante do estilo.",mauroruellas,"Breendonk-Puurs, Antwerp"
50,Castle Island First Crop,Castle Island Brewing Company,3.2,Pours hazy purple into a tulip. White head with little retention recedes to mottle surface. Blueberry and strawberry aromas. Medium bodied with sour blueberry skin and harsh lactic tinge. Lasting lactic aftertaste.,GDTRFB,"Norwood, Massachusetts"
50,Caleya The Answer,Cerveza Caleya,5.0,"De OkassionalBeer. En copa Teku. Con almendras naturales. Jugando a Walking Dead Final season. Confirmación de la consistencia de Caleya como una de las mejores breweries no solo españolas sino a nivel mundial. DIPA con exquisito perfil de lúpulo floral con recuerdos a sabro de lo más estimulante y, original, equilibeado y adictivo. Feel bru-tal",josanguapo,"Langreo, Asturias"
50,Magpie Loose Morals,Magpie Brewery,3.6,"Cask Stillage at 30th Northwich Beer Festival, Memorial Court 21/09/2024 Big hop aroma. Tiny white head. Golden amber coloured, cloudy in appearance, hoppy and fruity with pineapple and citrus flavours. A hint of dryness in a slightly bitter finish.",DJMonarch,"Nottingham, Nottinghamshire"
50,Beak & Skiff 1911 Sangria,Beak & Skiff Apple Orchard,2.8,I tried this last year and the can reeked of farts! This year much much better. It's a champagne white wine color. Light mixed fruity aroma very similar to sangria but a little bit cider dropped in.,Prukanuka,"LaFayette, New York"
50,Volkovskaya Vishnya,Volkovskaya Pivovarnya / Wolf's Brewery (Oasis Beverages),2.9,"the aroma: fruity and berry, hints of cherry, candy, jam, esters, sugar syrup... the taste: fruity and berry, notes of cherry, sweet lollipop, sugar syrup, jam... the aftertaste: sweet, dry...",sharkydodson,"Mytishchi, Moscow Oblast"
50,Lilley's Sunset - Medium Sweet (Draught),Lilley's Cider Barn,3.4,"Bag in a Box at 30th Northwich Beer Festival, Memorial Court 21/09/2024 Fruity aroma. Golden coloured and fruity apple flavour with a hint of spice in a slightly dry finish.",DJMonarch,"Frome, Somerset"
50,Spitting Feathers Honey Trap,Spitting Feathers Brewery,3.2,"Cask Stillage at 30th Northwich Beer Festival, Memorial Court 21/09/2024 Floral hop aroma. Tiny white head. Golden coloured and hoppy with a little honey sweetness initially. A hint of dryness in a bitter and slightly grainy finish.",DJMonarch,"Chester, Cheshire"
50,Poretti 8 Luppoli Pils,Carlsberg Italia (Carlsberg),3.4,"Keg at 30th Northwich Beer Festival, Memorial Court 21/09/2024 Hop aroma. Tiny white head. Low carbonation. Clear golden coloured, hoppy, fruity and a little nutty with a hint of dryness in a crisp and bitter malt finish.",DJMonarch,"Lainate, Lombardia"
50,(512) Cinco Uno Dos,(512) Brewing Company,2.5,"Pours a clear pale yellow color with a white head and good retention. A few spots of lacing. Aroma of light corn malts and grains. Very light pale malt flavor with a lightly acidic, grainy finish. Light, thin body. High carbonation. Low bitterness. Not much flavor. Okay, but disappointing.",Kleg,"Austin, Texas"
50,Schenker Glow Up - Cucumber Lime,Schenker Beer Company,3.6,12 oz can. Pours bright gold with a thin quickly dissipating white head. Big lime smells but cucumber dominates the tastes. Nice Berliner.,17Beer,"Brooklyn, New York"
50,Aslin Sunset 21,Aslin Beer Company,3.4,"Some pine and peel but really not a lot to this, wet hop or otherwise. Clear golden pour with decent head. Light bitter end. Tap at Aslin.",solidfunk,"Herndon, Virginia"
50,Thornbridge AM:PM Gluten Free,Thornbridge Brewery,3.2,"Cask Stillage at 30th Northwich Beer Festival, Memorial Court 21/09/2024 Fruity hop aroma. Small bubbly white head. Golden amber coloured and floral with a hint of dryness in a malty and bitter finish.",DJMonarch,"Bakewell, Derbyshire"
50,Barsham Eastern Gold,Barsham Brewery,3.9,"Mid golden orange colour with a weak white head. Sugary malt aroma with a tiny hint of hop in the background. A full mouthfeel. A rich Demerara sugar malt flavour, a mellow spice and a light hoppy taste in the finish. Cask at The Globe Inn, Wells-next-the-Sea, Norfolk.",StueyD,"West Barsham, Norfolk"
50,Milestone Pacific Islander,Milestone Brewing,3.6,"Cask Stillage at 30th Northwich Beer Festival, Memorial Court 21/09/2024 Big hop aroma. Small bubbly white head. Golden amber coloured, cloudy in appearance, hoppy and fruity with citrus and pineapple flavours. A hint of bitterness in a dry and slightly pale finish.",DJMonarch,"Newark, Nottinghamshire"
51,Hafod Sunrise,Hafod Brewing Co.,3.2,"Cask Stillage at 30th Northwich Beer Festival, Memorial Court 21/09/2024 Hop aroma. Tiny bubbly white head. Golden amber coloured, hoppy and fruity with a pale and slightly bitter finish.",DJMonarch,"Mold, Flintshire, Clwyd"
51,Boulevard Chardonnay Cask Saison,Boulevard Brewing Company (Duvel Moortgat),4.0,"Medium gold pour, steady head. Nose is yeast, wine cask, malt. Middle offers chard grape, spice, wet wood, saison yeast, barnyard, mildly carmelized grain, earthy hops. Finish is earthy, spicy, and warm. Nice.",ttoadee,"Kansas City, Missouri"
51,Sady Dwie Strony Medalu,Browar Sady,3.5,"500ml bottle. Slightly cloudy, yellow-ish, dark golden colour with average, frothy to creamy, moderately lasting and lacing, white head. Minimally perfumed, floral-herbal, citrusy fruity and piney, hoppy aroma, sweet-ish, pale malty background, notes of pineapple and lemon, a touch of candied orange peel, peanut, minimally soapy, bath salt overtones, rosemary, marjoram, viola. Taste is slightly perfumed, floral-herbal, citrusy fruity and slightly piney hoppy, sweet-ish, pale malty basis, hints of lemon, pineapple, candied orange peel, a touch of viola, bath salt, marjoram, rose petals, mild bitterness. Dissolved sugar enriched, watery texture, slightly dry palate, medium, mildly prickly carbonation. Quite perfumed, minimally sugary - seems to be more claptrap than substance.",Idiosynkrasie,"Sady, Greater Poland"
51,Big Hand Super Tidy IPA,Big Hand Brewing Co. (Wrexham),3.2,"Cask Stillage at 30th Northwich Beer Festival, Memorial Court 21/09/2024 Some hop aroma. Small white head. Golden coloured, smooth on the palate, hoppy, fruity and a little spicy with a dry, pale and slightly bitter finish.",DJMonarch,"Wrexham, Clwyd"
51,Moorhouse's Moonbeam,Moorhouse's Brewery,3.6,"Cask Handpump at 30th Northwich Beer Festival, Memorial Court 21/09/2024 Big hop aroma. Small bubbly white head. Clear golden coloured, hoppy and fruity with grapefruit and citrus flavours. A hint of dryness in a bitter and slightly pale finish.",DJMonarch,"Burnley, Lancashire"
51,Empire West Coast Pale,Empire Brewing Co.,3.4,"Cask Handpump at 30th Northwich Beer Festival, Memorial Court 21/09/2024 Fruit and hop aromas. Tiny white head. Clear golden coloured, smooth on the palate, floral and hoppy with orange and grapefruit flavours. A pale, dry and slightly bitter finish.",DJMonarch,"Slaithwaite, West Yorkshire"
51,Glenk Heller Bock,Glenk Bräu,2.9,"500ml bottle. Clear, orange golden colour with average, thick, dense, creamy, slowly diminishing, moderately lasting white head. Weak, minimally grainy and starchy, pale malty aroma, a touch of honey, honey covered cereals. Taste is sweet-ish, minimally starchy, pale malty, hints of honey, honey covered cereals, mildly bitter, hoppy counterpart. Dissolved sugar enriched, watery texture, smooth, minimally dry palate, medium to fine, mildly prickly carbonation. Very basic, simple, monotonous - so-so.",Idiosynkrasie,"Bayreuth, Bavaria"
51,Sideward Witch Hammer,Sideward Brewing Company,3.7,"Alabaster pour, can't see through it. Short, sticky, beady bone-colored head. Fruity aroma. Cinnamon over orange up front. Moderately sweet, bitterness presents in the back corners of your tongue. Mouthy, with modest carbonation. Pithy, sweetish and spicy finish. On tap, Smitty's Taphouse, Tallahassee.",Aurelius,"Orlando, Florida"
51,Maria Ehrenberger Pilgerstoff,Will Bräu,3.4,"Fles 33cl thuis als Pilgerstöffchen. 5,3%. Caramel, rood fruit, zoeten, licht nutty, licht droog. (23-9-2024).",franclh,"Motten, Bavaria"
51,Alta Quota Amatrice,Alta Quota,3.5,"Bottiglia da 0,33. Schiuma scarsa e affatto persistente. Colore ambra intenso opaco. Carbonatura abbondante. Aroma di cioccolato, caramello e legno. Residui di lavorazione di grano e farro come dichiarati. Gusto corposo e dolciastro. Finale medio. Birra non filtrata con farro dalla gradazione medio/alta. Consiglio 8/10.",ziobarba2000,"Cittareale, Lazio"
51,Makemake Lakes of Ganymede,Makemake Brewing Co.,3.3,"Can from Beermoth, shared with Kate. Cheers! Pours hazed pale yellow, white foam. Aroma: apple sherbet, some citrus, vanilla. Taste: light tartness, big pastry vibes, lime & salt on the finish. Medium body with soft carbonation. Bit too pastry for me!",Cheeseboard,"Portsmouth, Hampshire"
51,Fidens Hatchet,Fidens Brewing Company,4.1,"Pours a hazy, banana creme yellow, with mid-sized head. Aroma is bright citrus and tropical fruit. Flavors follow. Soft, smooth mouthfeel. Moderate hop bitterness throughout the finish. Very good.",bookman10,"Colonie, New York"
51,Purity Pure UBU,Purity Brewing Co (UK),2.9,"Bottle, from Tesco. Deep chestnut red, thin moderately lasting off white head and moderate condition. Gentle burnt toffee and sweet earthy caramel in the nose, a little thin and dry in the mouth with a burnt malt note, some brief caramel sweetness and a delicate flowery hop note. Finish is thin and slightly earthy with some toffee notes lingering.",rauchbier,"Great Alne, Warwickshire"
51,PINTA i Okrasa Porter Bałtycki,Browar PINTA,3.8,"Zapach dość intensywny, nuty palone, kakao, skórka z pomarańczy, nuta suszonych śliwek, morele, lekki goździk, trochę pralin, ciemny rum, mleczna czekolada. Kolor ciemnego brązu, klarowny, piana ciemno beżowa, średnio obfita, trwała jak na styl. W smaku pełne ale nie słodkie, nuty palone, kakao, świeża i suszone śliwka, skórka i miąższ z pomarańczy, lekki goździk, praliny, toffi, rum. Goryczka umiarkowana, dobrze skontrowana, palona, alkoholowa, lekko roślinna. W ustach rozgrzewające, treściwe, ale nie muli. Nasycenie wysokie",czlowiekwiadro,"Wieprz, Silesian"
51,Memento! Frambtastique,Memento! Brasserie Artisanale,3.4,"Canette - 473ml. Robe rosée, opaque, effervescente et coiffée d'un col de bulles blanches qui s'estompe instantanément. Arôme de framboises agrémenté de nuances maltées et citronnées. En bouche, c'est vif, frais et conforme à ce qui est annoncé au nez. Finale acidulée. Pas mal.",Eructoblaster,"Montreal, Quebec"
52,Deya Brett Pils (2022-),Deya Brewing Company,3.5,"Can from Deya Taproom, Slightly hazy golden colour with a white head. Aroma and taste are floral and citrus, slight Brett. Crisp body.",Mr_Pink_152,"Cheltenham, Gloucestershire"
52,Maria Ehrenberger Pilgerstoff Edelhell,Will Bräu,3.3,"Fles 33cl thuis als Pilgerstöffchen Edelhell. Maltig, zoetje, grainy, honingtonen, cereal, licht caramel. (23-9-2024).",franclh,"Motten, Bavaria"
52,Brix City Silk City (Bourbon Barrel - Vanilla),Brix City Brewing,4.1,"Pours coffee with a fair oatmeal head. Aroma gives vanilla, roast malt, bourbon, sweet chocolate. Flavor yields roast malt, vanilla, chocolate, woody hops. Texture provides nice body and peppy fizz. Silky.",Cybercat,"Little Ferry, New Jersey"
52,Cerebral Coastal Attitude,Cerebral Brewing,4.0,"Pint at the brewery - lively clear gold - foamy, we’ll-sustained head - looks great - clean, dry, biscuity pils, with a firm finishing bitterness - slight minerality compliments the dry finish - not sure if that is from the oyster shells or not, but this is a tasty one.",notalush,"Denver, Colorado"
52,Pontoon Barrel Aged Brownie Batter Blend #3 Base Blend,Pontoon Brewing Company,4.4,"Pours coffee with a thin head. Aroma releases decadent chocolate and roast malt with hints of bourbon and molasses. Decadent flavor supplies chocolate, roast malt, bourbon and molasses. Texture brings good body and lively fizz. Keep blending that brownie batter, Pontoon.",Cybercat,"Sandy Springs, Georgia"
52,Thornbridge DDH Halcyon,Thornbridge Brewery,3.5,"440ml can. Pours hhazy lemon gold with a medium, frothy head. Aroma is sweet lemon and pineapple. Taste has sweet lemon, pineapple and papaya.",tommann,"Bakewell, Derbyshire"
52,Poch's / Narke / Alvinne / Kees / Delftse / Menno Olivier Sèxtuple,Poch's Cervesa Artesana,3.4,"Bottle. Amber color. Toffee and red berries in the aroma. Sweet, alcoholic, grainy flavor with hints of sewer and dried red fruit. Winegums.",bierkoning,"Castellfollit de la Roca, Catalonia"
52,Fidens Fresh Picked Flowers - Amarillo,Fidens Brewing Company,4.0,"Pours a hazy, chalk-lemon, with mid-sized head. Aroma is a touch garlic, a touch gassy, with citrus and tropical fruits. Flavors follow. Mouthfeel might be a touch thin. Above average hop bitterness carries through the finish.",bookman10,"Colonie, New York"
52,Pontoon Barrel-Aged Mixed Culture Farmhouse Ale,Pontoon Brewing Company,3.5,"Pours clear jonquil with an ivory head. Aroma contributes fresh malt, apple, stonefruit. Flavor supplies tart apple, nectarine, peach. Texture yields good body and peppy fizz. Head for the farmhouse.",Cybercat,"Sandy Springs, Georgia"
52,Gosnells Raspberry Hibiscus Nectar,Gosnells Meadery,2.7,"Can, from Lidl. Cherry red, no head and a minimal condition. Sweet, fruity and floral in the nose, with hints of raspberry and honey. Soft and fruity in the mouth with a slightly syrupy raspberry tartness and a floral edge, becoming a little dry with time. Finish is briefly sweet with a muted fruity dryness lingering.",rauchbier,"Peckham, Greater London"
52,Disruption Is Brewing / Escapist Escape the Chaos,Ascot Brewing,3.5,"Can from the Pelican Inn, Gloucester. Hazy pale golden colour with a white head. Aroma and taste are light citrus fruit and tropical. Medium body.",Mr_Pink_152,"Camberley, Surrey"
52,Moersleutel Hazy Nebula,Moersleutel,3.6,"Nice enough beer. Simple clean, nice hop showcase. Modernized feel. Guild box",bdleedahl,"Alkmaar, North Holland"
52,Frontaal Churchill BA 2023 Vol 1,Brouwerij Frontaal,4.1,"Black colour with a creamy dark tan head. Aroma: liquorice, red wine, wood, ""barrel"", molasses, some bourbon, fermented cherry, dark chocolate. Taste: dark chocolate, port wine, fermented plums and cherries, roasted malt, some bourbon, some coffee, wood. Warming alcohol with a sting. Fairly heavy.",williamlantz,"Breda, North Brabant"
52,Superflux Heavy Fruit - Cherry Lime Zinger,Superflux Beer Company,3.6,"Poured from the tap @ flux. Dark reddish purple (beet) coloured with small purple head. Lots of key lime (comes across a touch artificial cleaning chemically), mild cherry underlay, the two flavours conflict a bit, body is more medium body slushie. If you’re going to do a smoothie, may as well make it thick, but at least it isn’t thin like a couple of the heavy fruit renditions. Okay.",pictoman,"Vancouver, British Columbia"
52,Toppling Goliath 52 Hertz,Toppling Goliath Brewing Co.,3.7,"Pours coffee with a thin head. Aroma provides roast malt, chocolate, toffee, spices. Flavor summons chocolate, roast malt, molasses, toffee, subtle spices. Texture features heavy body and peppy fizz. This is your frequency.",Cybercat,"Decorah, Iowa"
53,Lervig Rackhouse - Original Sin Bourbon Barrel,Lervig,4.2,"Black with small brown head - Dark malt, chocolate wood barrel bourbon aroma - Dark malt with chocolate , bourbon, vanilla, wood flavours - The dark malt and chocolate flavours goes into a long finish - This was real good",bergstaden,"Stavanger, Rogaland"
53,Variant Chill Time,Variant Brewing Company,3.5,"Crowler. Pours slightly hazy orange with a fair head. Aroma produces Mandarin, peach, malt notes. Flavor adds sweet Mandarin and peach. Texture brings good body and lively fizz. Chill with a glass.",Cybercat,"Roswell, Georgia"
53,Cowbell Draught Nitro Stout,Cowbell Brewing Co.,3.8,"Big can purchased at LCBO in Stratford, Ontario. Pours dark brown, nearly black, with chestnut highlights, along with a 3/4"" creamy light brown head and lots of lacing. Aroma: molasses, coffee, chocolate. Flavor: coffee, chocolate, figs, campfire marshmallows, burnt toast, black pepper, dark brown sugar. Mouthfeel: medium-bodied with a creamy finish.",shawnmurphy,"Blyth, Ontario"
53,Jobsite Quick Set,Jobsite Brewing Co.,4.5,"On tap at brewery in Stratford, Ontario. Pours cloudy orange-gold with a spritz of white head and lots of lacing. Aroma: apricot, mango, cantaloupe, orange blossoms. Flavor: cantaloupe, mango, peach, apricot, candied citrus peels, banana, jackfruit; all super lush and fresh fruits; perfect balance between citrus and tropical fruits. Mouthfeel: full-bodied with a soft palette, velvety texture, creamy finish. Shockingly good!",shawnmurphy,"Stratford, Ontario"
53,Cigar City Cosmic Crown,Cigar City Brewing (Monster Beverage Corp),3.3,"355ml can (Uba ja Humal, Tallinn) (7:4:6:4:12=3.3) Clear amber, doughy beige head. Quite apple-like esters on pouring, more of the belgian grunge and caramelly malts close up. Sweet malty taste, some earthy bitter belgian grunge, plenty of heady vapours from esters and alcohol. Some pencil shavings in the finish leave a dry resiny bitter tingle and predictably-warmed pipes. Boisterous one!",FatPhil,"Tampa, Florida"
53,Cherry Street 12.12.12 Rye Barley Wine,Cherry Street Brewing Cooperative,3.8,"Pours transparent mahogany with a nice buff head. Aroma contributes chocolate, toasted malt, caramel and boozy notes. Flavor offers caramel, chocolate, toasty malt, woody and boozy tones. Texture furnishes nice smooth body and lively fizz. 12, 12, 12, 12, just think of all the 12s.",Cybercat,"Cumming, Georgia"
53,Superflux Heavy Fruit - Peach Passionfruit Picnic Pie,Superflux Beer Company,3.9,Poured from the tap @ flux. Opaque slushy brownish orange with no head. Lots of graham cracker and vanilla with mild underlying peach and just a feint hint of passionfruit. Actually quite like this combo for a smoothie beer. Good thickness for a smoothie.,pictoman,"Vancouver, British Columbia"
53,Ettl Bräu Teisnacher 1543 Festmärzen Naturtrüb,Ettl Bräu,3.2,"Can. Hazy dark golden to amber colour with a medium fine pored white head, nose is aromatic malty, spicy and slightly buttery with notes of wort and cheesecake, taste is slightly sweet, malty and buttery with a moderately dry and a bit boozy finish and a medium body.",m7hildeb,"Teisnach, Bavaria"
53,Jobsite Elevation,Jobsite Brewing Co.,4.0,"On tap at brewery in Stratford, Ontario. Pours hazy orange-gold with a spritz of white head and lots of lacing. Aroma: peach, melon, grapefruit, green grapes. Flavor: grapefruit peels, honeydew melon, passion fruit, pineapple. Mouthfeel: medium-bodied with a creamy finish. Interesting melding of a traditional pale ale with a NEIPA. Lots of lush flavors packed into a low ABV beer.",shawnmurphy,"Stratford, Ontario"
53,Casey / Side Project Vanilla Velvet,Casey Brewing and Blending,3.6,"Pours translucent daffodil with a thin eggshell head. Aroma delivers sweet apricot, oak, vanilla and malt notes. Flavor furnishes tart & sweet apricot, oak, malt, vanilla. Texture gives up nice smooth body and peppy fizz. Velvet, vanilla, apricots - what a match.",Cybercat,"Glenwood Springs, Colorado"
53,Brännlands Apple Ice 2023,Brännland Cider,4.4,"Golden color, no head. Aromas of apples, oak, wine, cardamom and apple peel. Taste of apples, apple, peel, wine and slight citrus. Sweet and acidic.",OminouSC2,"Umeå, Västerbotten"
53,Harbour Brewers Reserve Barrel Aged Barley Wine (2017),Harbour Brewing Co.,3.0,"Bottle 56/600. Pours copper & clear, beige cap. Aroma: some dried fruits & caramel. Taste: moderate sweet, dry on the palate, light rich, boozy. Thin body, somewhat insipid. Maybe this hasn't lasted, I dunno.",Cheeseboard,"Bodmin, Cornwall"
53,Meckatzer Original Hell,Meckatzer Löwenbräu Benedikt Weiß,3.3,"Fles 50cl thuis. Redelijk zacht, maltzoetje, bittertonen, citrustonen, wat caramel, grainy. (23-9-2024).",franclh,"Heimenkirch , Bavaria"
